英文,中文
button_eyes,按钮的眼睛
button_gap,按钮差距
buttons,按钮
buzz_cut,剪短它
c:,c:
cabbie_hat,司机的帽子
cabinet,内阁
cable,电缆
cable_knit,电缆编织
cactus,仙人掌
cafe,咖啡馆
cage,笼子里
cake,蛋糕
cake_slice,蛋糕切片
calendar_(medium),日历(中)
calendar_(object),日历(对象)
caliburn_(fate),这份原稿(命运)
calico,棉布
calligraphy_brush,书法画笔
calligraphy_brush_(medium),毛笔（中）
camcorder,摄像机
camellia,山茶花
cameltoe,cameltoe
cameo,浮雕
camera,相机
camera_phone,照相手机
camisole,女背心
camouflage,伪装
camouflage_headwear,迷彩帽
camouflage_jacket,迷彩夹克
camouflage_pants,迷彩裤
campfire,篝火
can,可以
can't_be_this_cute,不能这么可爱吗
candle,蜡烛
candlelight,烛光
candlestand,烛台架
candy,糖果
candy_apple,糖果苹果
candy_cane,柺杖糖
candy_hair_ornament,糖果发饰
candy_wrapper,糖果包装
cane,甘蔗
cannon,大炮
canopy_bed,树冠层床
canteen,食堂
canvas_(object),画布(对象)
cape,角
capelet,小披肩
capri_pants,紧身长裤
car,车
car_interior,汽车内部
card,卡
card_(medium),卡(媒介)
card_parody,卡模仿
cardboard_box,纸板盒
cardigan,开襟羊毛衫
cardigan_around_waist,腰围一件开衫
cardigan_vest,开襟羊毛衫背心
caressing_testicles,抚摸睾丸
carpet,地毯
carrot,胡萝卜
carrot_hair_ornament,胡萝卜发饰
carrot_necklace,胡萝卜的项链
carrying,携带
carrying_over_shoulder,背在肩上
carrying_under_arm,腋下携带
cart,车
cartoon_bone,卡通骨
cartridge,墨盒
casing_ejection,套管射血
cast,投
castle,城堡
casual,休闲
casual_one-piece_swimsuit,休闲连体泳衣
cat,猫
cat_bag,猫包
cat_boy,猫的男孩
cat_costume,猫服装
cat_cutout,猫断路
cat_day,猫一天
cat_ear_headphones,猫耳式耳机
cat_ear_legwear,猫耳护腿
cat_ear_panties,猫耳内裤
cat_ears,猫的耳朵
cat_girl,猫的女孩
cat_hair_ornament,猫毛饰品
cat_hat,猫的帽子
cat_hood,猫罩
cat_lingerie,猫内衣
cat_mask,猫面具
cat_on_head,猫在头上
cat_paws,猫的爪子
cat_print,猫打印
cat_tail,猫的尾巴
cat_teaser,猫的诱惑
catchphrase,标语
caterpillar_tracks,履带
catholic,天主教
catsuit,女式紧身连衣裤
cattail,香蒲
caught,抓住
caustics,焦散线
caution_tape,警示胶带
cave,洞穴
cd,cd
ceiling,天花板
ceiling_light,吊灯
cellphone,手机
cellphone_charm,手机的魅力
cellphone_picture,手机图片
censored,审查
censored_nipples,审查的乳头
censored_text,审查文本
centaur,半人马
center_frills,中心装饰
center_opening,中心开幕
cephalopod_eyes,头足类动物的眼睛
cervix,子宫颈
chain,链
chain-link_fence,铁丝网围栏
chain_necklace,链项链
chained,链接
chainmail,链甲
chainsaw,电锯
chair,椅子
chaldea_uniform,卡尔迪亚王国统一
chalk,粉笔
chalkboard,黑板
champagne,香槟
champagne_flute,香槟笛子
champion_uniform,冠军制服
chandelier,吊灯
chaps,家伙
character_censor,品格审查
character_doll,人物玩偶
character_name,角色名称
character_print,字符打印
character_profile,角色配置文件
character_sheet,人物表单
character_signature,个性签名
charm_(object),魅力(对象)
chart,图表
chasing,追逐
chat_log,聊天记录
cheating,作弊
checkerboard_cookie,棋盘饼干
checkered,网纹
checkered_background,多变的背景
checkered_flag,方格旗
checkered_floor,网纹层
checkered_kimono,网纹和服
checkered_legwear,网纹legwear
checkered_necktie,多变的领带
checkered_neckwear,多变的领带
checkered_obi,网纹obi
checkered_scarf,方格围巾
checkered_shirt,花格衬衫
checkered_skirt,花纹的裙子
cheek-to-cheek,脸贴脸
cheek_bulge,脸颊胀
cheek_pinching,的脸颊捏
cheek_poking,脸颊戳
cheek_press,脸颊新闻
cheek_pull,脸颊拉
cheek_squash,脸颊南瓜
cheering,欢呼
cheerleader,啦啦队长
cheese,奶酪
chef,厨师
chef_hat,厨师的帽子
chef_uniform,厨师制服
chemise,衬衫的
cherry,樱桃
cherry_blossom_print,樱花印花
cherry_blossoms,樱花
cherry_hair_ornament,樱桃发饰
chess_piece,国际象棋棋子
chest_belt,胸带
chest_hair,胸毛
chest_harness,胸式安全带
chest_jewel,胸部珠宝
chest_of_drawers,五斗橱
chest_strap,胸带
chest_tattoo,胸口的纹身
chestnut_mouth,栗口
chewing,咀嚼
chewing_gum,嚼口香糖
chi-hatan_military_uniform,旗汉军服
chibi,赤壁市
chibi_inset,赤壁市插图
chibi_on_head,赤壁在头上
chick,小鸡
chicken,鸡
chicken_(food),鸡(食物)
chikan,chikan
child,孩子
child_drawing,孩子画
child_on_child,孩子对孩子
chimney,烟囱
chin_strap,下巴托
chin_stroking,下巴抚摸
china_dress,中国服装
chinese_clothes,中国的衣服
chinese_new_year,中国新年
chinese_text,中文文本
chinese_zodiac,生肖
chips,芯片
chocolate,巧克力
chocolate_bar,巧克力棒
chocolate_making,巧克力制作
chocolate_on_breasts,胸部沾巧克力
choker,项链
choko_(cup),佛手瓜或其果实(杯)
chopsticks,筷子
christmas,圣诞节
christmas_lights,圣诞灯
christmas_ornaments,圣诞饰品
christmas_tree,圣诞树
chromatic_aberration,色差
church,教堂
cigar,雪茄
cigarette,香烟
circle,圆
circle_cut,圆切
circle_name,圆的名字
circle_skirt,圆裙
circlet,小圈
city,城市
city_lights,城市的灯光
cityscape,城市景观
clapping,鼓掌
clarent_(fate),clarent(命运)
classroom,教室
claw_(weapon),爪(武器)
claw_pose,爪构成
claw_ring,爪环
claws,爪子
cleaning,清洁
cleavage,分裂
cleavage_cutout,乳沟断路
cleave_gag,裂开的呕吐
cleaver,切肉刀
cleft_of_venus,金星的裂缝
clenched_hand,紧握的手
clenched_hands,紧握的手
clenched_teeth,咬紧牙齿
cliff,悬崖
climbing,攀爬
clipboard,剪贴板
clitoral_hood,阴蒂包皮
clitoral_stimulation,刺激阴蒂
clitoris,阴蒂
clitoris_piercing,阴蒂穿刺
cloak,斗篷
clock,时钟
clock_eyes,时钟的眼睛
clock_tower,钟楼
clog_sandals,木屐凉鞋
clone,克隆
close-up,特写镜头
closed_eyes,闭上眼睛
closed_fan,关闭风扇
closed_mouth,封闭的嘴
closed_umbrella,收伞
cloth,布
cloth_gag,布呕吐
clothed_animal,穿动物
clothed_female_nude_female,穿衣服的女性裸体女性
clothed_female_nude_male,穿衣服的女性裸体男性
clothed_male_nude_female,穿衣服的男性裸体女性
clothed_masturbation,衣服自慰
clothed_pokemon,衣服口袋妖怪
clothed_sex,穿性
clothes,衣服
clothes_around_waist,腰上的衣服
clothes_between_breasts,胸间衣物
clothes_between_thighs,大腿间的衣服
clothes_down,衣服下来
clothes_grab,衣服抓住
clothes_hanger,挂衣服的架子
clothes_lift,衣服提升
clothes_pull,衣服拉
clothes_removed,衣服被
clothes_theft,衣服盗窃
clothes_tug,衣服拉
clothes_writing,衣服写
clothesline,晾衣绳
clothing_aside,衣服放在一边
clothing_cutout,服装断路
cloud,云
cloud_hair,云的头发
cloud_print,云打印
cloudy_sky,多云的天空
clover,三叶草
clover_hair_ornament,三叶草发饰
clover_print,三叶草打印
clown,小丑
club_(shape),俱乐部(形状)
club_(weapon),俱乐部(武器)
coat,外套
coat_on_shoulders,肩上的大衣
coat_removed,上衣删除
coattails,喝酒庆祝
coca-cola,可口可乐
cockpit,驾驶舱
cocktail,鸡尾酒
cocktail_dress,酒会礼服
cocktail_glass,鸡尾酒杯
coconut,椰子
coffee,咖啡
coffee_cup,咖啡杯
coffee_mug,咖啡杯
coffin,棺材
coin,硬币
coke-bottle_glasses,可乐瓶的眼镜
cola,可乐
cold,冷
collage,拼贴画
collar,领
collarbone,锁骨
collared_blouse,成卷的上衣
collared_cape,成卷的角
collared_coat,成卷的外套
collared_dress,成卷的衣服
collared_jacket,成卷的夹克
collared_shirt,件衬衫
color_connection,颜色连接
color_guide,色彩指南
color_trace,颜色跟踪
colored_eyelashes,彩色睫毛
colored_inner_hair,彩色内毛
colored_pencil_(medium),彩色铅笔（中号）
colored_pubic_hair,有色阴毛
colored_sclera,彩色巩膜
colored_shadow,彩色的影子
colored_skin,颜色的皮肤
colored_stripes,彩色条纹
colored_tips,颜色的建议
colored_tongue,彩色的舌头
colorful,丰富多彩的
column,列
column_lineup,列阵容
comb,合成杆
combat_boots,战斗靴
combat_knife,战斗刀
come_hither,到这里来
comforting,安慰
comic,漫画
command_spell,命令拼写
company_connection,公司联系
company_name,公司名称
comparison,比较
compass,指南针
competition_school_swimsuit,比赛学校泳装
competition_swimsuit,竞争的泳装
completely_nude,完全裸体
computer,电脑
concept_art,概念艺术
concert,音乐会
condensation_trail,凝结尾
condom,避孕套
condom_belt,带避孕套
condom_in_mouth,嘴里含避孕套
condom_on_penis,阴茎戴套
condom_packet_strip,避孕套包装条
condom_wrapper,避孕套包装
confession,忏悔
confetti,五彩纸屑
confused,困惑
consensual_tentacles,两厢情愿的触角
constellation,星座
constellation_print,星座打印
constricted_pupils,限制学生
contemporary,当代
content_rating,内容评级
contrapposto,对应
contrast,对比
controller,控制器
convenience_store,便利店
convenient_arm,方便的手臂
convenient_censoring,方便的审查
convenient_leg,方便的腿
converse,逆命题
cookie,饼干
cooking,烹饪
cooler,冷却器
copyright,版权
copyright_name,版权的名字
coral,珊瑚
corded_phone,绳电话
corn,玉米
corpse,尸体
corruption,腐败
corset,胸衣
cosmetics,化妆品
cosplay,动漫真人秀
cosplay_photo,动漫真人秀照片
costume,服装
costume_switch,服装开关
cotton_candy,棉花糖
couch,沙发上
countdown,倒计时
counter,计数器
couple,夫妇
cousins,表亲
cover,封面
cover_image,封面图片
cover_page,封面页
covered_abs,abs覆盖
covered_collarbone,覆盖的锁骨
covered_eyes,覆盖的眼睛
covered_face,遮面
covered_mouth,了口
covered_navel,覆盖肚脐
covered_nipples,覆盖的乳头
covering,覆盖
covering_ass,覆盖的屁股
covering_breasts,覆盖的乳房
covering_crotch,覆盖的胯部
covering_eyes,覆盖的眼睛
covering_face,覆盖的脸
covering_mouth,覆盖口
covering_nipples,覆盖的乳头
covering_one_breast,遮住一个乳房
covering_one_eye,遮住一只眼睛
cow,牛
cow_boy,牛的男孩
cow_ears,牛的耳朵
cow_girl,牛的女孩
cow_horns,牛的角
cow_print,牛打印
cow_tail,牛尾
cowbell,的短
cowboy_boots,牛仔靴
cowboy_hat,牛仔帽
cowboy_shot,牛仔枪
cowboy_western,西部牛仔
cowering,畏缩
cowgirl_position,女牛仔的位置
cowlick,发旋
crab,蟹
crack,裂纹
cracked_skin,破裂的皮肤
cracked_wall,裂缝的墙上
craft_essence_(fate),工艺精华（命运）
crane_(machine),起重机(机)
crate,箱
crawling,爬行
crayon,蜡笔
crazy,疯狂的
crazy_eyes,疯狂的眼睛
crazy_smile,疯狂的微笑
crazy_straw,疯狂的稻草
cream,奶油
cream_on_face,面霜
creator_connection,创造者连接
creature,生物
creature_and_personification,生物和拟人化
credits,学分
credits_page,学分页面
crepe,绉
crescent,新月
crescent_earrings,新月耳环
crescent_facial_mark,新月纹
crescent_hair_ornament,月牙发饰
crescent_hat_ornament,新月帽饰
crescent_moon,新月
crescent_pin,新月销
crescent_rose,新月会上升
crime_prevention_buzzer,预防犯罪蜂鸣器
criss-cross_halter,纵横交错的束缚
crocodilian_tail,鳄鱼的尾巴
crop_top,作物最高
crop_top_overhang,露脐顶悬垂
cropped_arms,裁剪武器
cropped_jacket,短外套
cropped_legs,裁剪的腿
cropped_shirt,剪裁的衬衫
cropped_shoulders,裁剪的肩膀
cropped_torso,裁剪的躯干
cropped_vest,裁剪背心
cross,交叉
cross-laced_clothes,cross-laced衣服
cross-laced_footwear,cross-laced鞋类
cross-laced_legwear,cross-laced legwear
cross-section,横截面
cross_choker,十字架项链
cross_earrings,十字架耳环
cross_hair_ornament,十字毛饰
cross_necklace,十字架项链
cross_print,交叉打印
cross_scar,十字疤痕
crossbow,弩
crossdressing,异装
crossed_ankles,交叉脚踝
crossed_arms,说谎者交叉双臂
crossed_bandaids,交叉急救绷带
crossed_bangs,交叉的刘海
crossed_legs,夹紧双腿
crossover,交叉
crosswalk,人行横道
crotch,胯部
crotch_cutout,胯部断路
crotch_plate,胯部板
crotch_rope,胯部绳
crotch_rub,胯部摩擦
crotch_seam,裤裆缝
crotchless,crotchless
crotchless_panties,crotchless内裤
crow,乌鸦
crowbar,撬棍
crowd,人群
crown,皇冠
crown_braid,皇冠编织
crumbs,面包屑
crying,哭
crying_with_eyes_open,睁着眼睛哭
crystal,水晶
crystal_ball,水晶球
crystal_earrings,水晶耳环
crystal_hair,水晶的头发
cube,多维数据集
cucumber,黄瓜
cuddling,拥抱
cuffs,袖口
cum,暨
cum_in_ass,翘臀
cum_in_clothes,穿衣服
cum_in_mouth,含在嘴里
cum_in_nose,鼻子里的精液
cum_in_pussy,射精在阴部
cum_on_ass,见鬼去吧
cum_on_body,身上的精液
cum_on_boy,来吧，男孩
cum_on_breasts,乳房上的精液
cum_on_clothes,放在衣服上
cum_on_glasses,眼镜上的精液
cum_on_hair,头发上的精液
cum_on_hands,在手上
cum_on_pectorals,射向胸肌
cum_on_penis,阴茎上的精液
cum_on_pussy,射在阴户上
cum_on_self,对自己
cum_on_stomach,胃上射精
cum_on_tongue,舌头上的精液
cum_pool,和池
cum_string,和字符串
cum_while_penetrated,插入时射精
cumdrip,cumdrip
cunnilingus,舔阴
cup,杯
cup_ramen,杯拉面
cupcake,蛋糕
cupless_bra,cupless胸罩
cupping_hands,拔火罐的手
curled_horns,卷角
curly_hair,卷发
curry,咖喱
curry_rice,咖喱饭
cursive,草书
cursor,光标
curtain_grab,窗帘抓住
curtains,窗帘
curtsey,行屈膝礼
curvy,弯曲的
cushion,缓冲
cute_&_girly_(idolmaster),可爱又少女（偶像大师）
cutoffs,短裤
cutout_above_navel,肚脐上方的切口
cuts,削减
cutting_board,切肉板
cutting_hair,剪头发
cyberpunk,塞伯朋克
cyborg,cyborg
cyclops,独眼巨人
cyrillic,西里尔字母
d-pad,方向键
d-pad_hair_ornament,D-pad发饰
d:,d:
dagger,匕首
daisy,黛西
dakimakura_(medium),枕头:(媒介)
dakimakura_(object),枕头:(对象)
damaged,损坏的
dancer,舞者
dancing,跳舞
dandelion,蒲公英
dango,dango
danmaku,danmaku
dappled_sunlight,斑驳的阳光
dark,黑暗
dark-skinned_female,深色皮肤的女性
dark-skinned_male,皮肤黝黑的男
dark_areolae,黑暗的乳晕
dark_aura,黑暗光环
dark_background,暗的背景
dark_blue_hair,深蓝头发
dark_elf,黑暗精灵
dark_green_hair,深绿色头发
dark_nipples,深色的乳头
dark_penis,黑色的阴茎
dark_persona,黑暗的角色
dark_skin,黑皮肤
darkness,黑暗
daruma_doll,达摩娃娃
dated,过时的
day,一天
death,死亡
debris,碎片
debt,债务
decepticon,霸天虎
deep_penetration,深层渗透
deep_skin,深的皮肤
deepthroat,深喉
deer,鹿
deer_ears,鹿的耳朵
deerstalker,猎鹿帽
defeat,失败
defloration,摘花
demon,恶魔
demon_boy,恶魔的男孩
demon_girl,恶魔女孩
demon_horns,恶魔的角
demon_tail,恶魔的尾巴
demon_wings,恶魔的翅膀
denim,牛仔布
denim_jacket,牛仔夹克
denim_shorts,牛仔短裤
denim_skirt,牛仔裙
depth_of_field,景深
desert,沙漠
desk,桌子上
desk_lamp,台灯
dessert,甜点
destruction,破坏
detached_collar,分离的领
detached_hair,分离的头发
detached_sleeves,分离的袖子
detached_wings,分离的翅膀
detective,侦探
deviantart_username,deviantart用户名
diadem,王冠
diagonal-striped_bow,diagonal-striped弓
diagonal-striped_neckwear,diagonal-striped领带
diagonal_bangs,斜刘海
diagonal_stripes,斜条纹
diamond-shaped_pupils,钻石形的学生
diamond_(gemstone),钻石(宝石)
diamond_(shape),钻石(形状)
diamond_(symbol),钻石(符号)
diaper,尿布
dice,骰子
dice_hair_ornament,色块发饰
different_reflection,不同的反射
diffraction_spikes,衍射峰值
digimon_(creature),数码暴龙(生物)
digital_dissolve,数字溶解
digital_media_player,数字媒体播放器
digitigrade,趾行的
dilation_tape,扩张磁带
dildo,假阳具
dildo_riding,假阳具骑
dimples_of_venus,金星的酒窝
dinosaur,恐龙
dirndl,紧身连衣裙
dirt,污垢
dirty,脏
dirty_clothes,脏衣服
dirty_face,脏的脸
dirty_feet,肮脏的脚
disembodied_head,的头颅
disembodied_limb,无实体的肢体
disembodied_penis,无实体的阴茎
disgust,厌恶
dish,菜
disposable_cup,一次性杯子
dissolving,溶解
dissolving_clothes,溶解的衣服
dithering,犹豫不决
diving,潜水
diving_mask,潜水镜
diving_mask_on_head,头部潜水面罩
dixie_cup_hat,迪克西杯形帽子
dock,码头
doctor,医生
dodging,避开
dog,狗
dog_boy,狗的男孩
dog_ears,狗的耳朵
dog_girl,狗的女孩
dog_tags,狗牌
dog_tail,狗的尾巴
doggystyle,doggystyle
doily,桌巾
doll,娃娃
doll_hug,娃娃拥抱
doll_joints,娃娃的关节
dolphin,海豚
dolphin_shorts,海豚的短裤
dominatrix,女性施虐狂
domino_mask,domino面具
"don't_say_""lazy""",不要说“懒惰”
donation_box,捐赠箱
door,门
doorway,门口
dot_nose,点鼻子
